0,5
1,4
2,3
3,4
4,4
5,5
6,4
7,4
8,5
9,6
10,6
11,5
12,5
13,6
14,3
15,6
16,3
17,5
18,5
19,6
20,6
21,4
22,4
23,4
24,4
25,3
26,4
27,6
28,4
29,4
30,5
31,7
32,6
33,5
34,6
35,5
36,7
37,5
38,4
39,4
40,4
41,6
42,5
43,4
44,4
45,4
46,4
47,4
48,4
49,4
50,6
51,5
52,3
53,5
54,7
55,4
56,3
57,4
58,4
59,5
60,4
61,3
62,4
63,4
64,5
65,5
66,3
67,4
68,7
69,5
70,3
71,3
72,3
73,4
74,3
75,5
76,5
77,5
78,4
79,3
80,4
81,5
82,4
83,5
84,3
85,3
86,6
87,5
88,3
89,5
90,3
91,3
92,4
93,4
94,3
95,3
96,5
97,6
98,3
99,5
100,4
101,4
102,6
103,5
104,4
105,4
106,5
107,5
108,6
109,4
110,5
111,3
112,3
113,8
114,5
115,5
116,5
117,5
118,5
119,6
120,3
121,4
122,3
123,9
124,4
125,3
126,4
127,5
128,7
129,6
130,9
131,7
132,4
133,6
134,4
135,4
136,5
137,4
138,5
139,3
140,3
141,6
142,5
143,9
144,5
145,4
146,3
147,5
148,4
149,3
150,5
151,3
152,6
153,6
154,4
155,3
156,5
157,5
158,5
159,4
160,4
161,4
162,3
163,7
164,5
165,4
166,4
167,5
168,4
169,3
170,4
171,4
172,5
173,4
174,3
175,4
176,4
177,3
178,6
179,4
180,3
181,5
182,4
183,3
184,5
185,4
186,8
187,5
188,5
189,4
190,3
191,7
192,4
193,3
194,3
195,3
196,4
197,4
198,4
199,4
200,6
201,5
202,5
203,5
204,5
205,4
206,5
207,4
208,5
209,5
210,4
211,3
212,4
213,5
214,3
215,3
216,4
217,7
218,4
219,3
220,4
221,6
222,4
223,5
224,3
225,6
226,5
227,4
228,3
229,4
230,5
231,3
232,7
233,5
234,7
235,6
236,4
237,3
238,3
239,4
240,4
241,3
242,4
243,4
244,7
245,6
246,3
247,4
248,4
249,7
250,5
251,4
252,5
253,4
254,4
255,3
256,4
257,5
258,4
259,4
260,4
261,5
262,4
263,5
264,5
265,9
266,4
267,6
268,5
269,4
270,3
271,7
272,3
273,5
274,4
275,3
276,4
277,4
278,4
279,4
280,4
281,4
282,6
283,4
284,6
285,5
286,3
287,6
288,6
289,5
290,3
291,5
292,4
293,6
294,3
295,4
296,4
297,4
298,4
299,6
300,4
301,3
302,6
303,5
304,8
305,5
306,4
307,3
308,4
309,3
310,5
311,6
312,4
313,7
314,7
315,4
316,5
317,4
318,6
319,3
320,5
321,3
322,6
323,4
324,4
325,3
326,3
327,4
328,8
329,5
330,5
331,4
332,4
333,5
334,4
335,4
336,5
337,4
338,5
339,6
340,8
341,6
342,6
343,3
344,4
345,4
346,3
347,3
348,3
349,5
350,4
351,5
352,6
353,4
354,6
355,4
356,3
357,6
358,4
359,8
360,6
361,7
362,3
363,3
364,4
365,3
366,5
367,4
368,3
369,4
370,6
371,5
372,4
373,6
374,5
375,3
376,4
377,4
378,5
379,7
380,4
381,4
382,4
383,4
384,6
385,5
386,6
387,4
388,6
389,6
390,4
391,4
392,5
393,5
394,4
395,4
396,4
397,7
398,5
399,4
400,4
401,5
402,5
403,3
404,6
405,4
406,4
407,3
408,5
409,5
410,6
411,4
412,5
413,5
414,3
415,5
416,5
417,4
418,4
419,4
420,5
421,5
422,3
423,6
424,4
425,5
426,6
427,6
428,6
429,8
430,5
431,6
432,4
433,4
434,6
435,4
436,4
437,2
438,9
439,3
440,7
441,5
442,4
443,4
444,4
445,3
446,4
447,4
448,4
449,3
450,5
451,4
452,5
453,7
454,3
455,4
456,3
457,4
458,6
459,5
460,4
461,4
462,4
463,5
464,4
465,4
466,4
467,6
468,4
469,5
470,7
471,4
472,4
473,6
474,3
475,4
476,4
477,5
478,4
479,4
480,5
481,4
482,5
483,4
484,4
485,5
486,4
487,4
488,4
489,3
490,6
491,5
492,7
493,4
494,5
495,6
496,4
497,3
498,4
499,4
500,5
501,3
502,4
503,4
504,5
505,7
506,4
507,5
508,5
509,7
510,6
511,3
512,4
513,5
514,4
515,3
516,3
517,3
518,3
519,4
520,6
521,4
522,3
523,5
524,5
525,3
526,3
527,5
528,4
529,4
530,4
531,6
532,4
533,8
534,3
535,5
536,7
537,4
538,4
539,4
540,8
541,3
542,4
543,7
544,5
545,6
546,4
547,4
548,3
549,4
550,4
551,7
552,3
553,3
554,9
555,4
556,4
557,5
558,5
559,3
560,4
561,4
562,5
563,4
564,3
565,4
566,4
567,7
568,6
569,5
570,4
571,5
572,10
573,3
574,7
575,5
576,5
577,4
578,4
579,4
580,6
581,3
582,6
583,4
584,4
585,3
586,4
587,4
588,4
589,4
590,3
591,5
592,3
593,6
594,4
595,5
596,5
597,6
598,5
599,4
600,3
601,4
602,4
603,4
604,7
605,4
606,3
607,4
608,5
609,5
